Title,Price,Number of Bedrooms,Number of Bathrooms,Property Type,Floor Area (m2),BER Rating,Latitude,Longitude,Listing Views,Area,County,Features,Date of Construction,Price_Per_SQM,Postal_District,Market_Tier
"Aderrig, Aderrig, Adamstown, Co. Dublin",,2,0,Houses,,A2,53.342534,-6.470877,11165.0,adamstown-dublin,Dublin,,,,Greater Dublin,
"Ashcourt At Woodbrook, Ashcourt At Woodbrook, Woodbrook, Shankill, Dublin 18",,1,0,Houses,,,53.2162997,-6.115975,2987.0,shankill-dublin,Dublin,,,,Dublin 18,
"8 The Tides, 8 The Tides, Coast Road, Malahide, Co. Dublin",,3,0,Houses,,A3,53.449677,-6.141338,78288.0,malahide-dublin,Dublin,,,,Greater Dublin,
"Kilmartin Grove , Hollystown, Dublin 15",,3,0,Houses,,A1,53.42523126809786,-6.377240005164623,151628.0,hollystown-dublin,Dublin,,,,Dublin 15,
"Foxwood Barn, Citywest, Co. Dublin",,4,0,Houses,,A1,53.29016667258648,-6.41367545671622,76489.0,citywest-dublin,Dublin,,,,Greater Dublin,
"Balmoston, Donabate, Co. Dublin",,"1,",0,Houses,,A1,53.4861914876183,-6.13666374741743,103228.0,donabate-dublin,Dublin,,,,Greater Dublin,
"Folkstown Park, Balbriggan, Co. Dublin",,"2,",0,Houses,,A1,53.60854316745272,-6.210073978249767,69662.0,balbriggan-dublin,Dublin,,,,Greater Dublin,
"143 Merrion Road, Ballsbridge, Dublin 4",,"1,",0,Houses,,A3,53.31732730469963,-6.2084364442793,127862.0,dublin-4-dublin,Dublin,"Breath-taking sea views from many apartments, Beautifully designed contemporary apartments with landscaped internal courtyard,  A short stroll from Sydney Parade Dart Station & next to St. Vincent's Hospital & Elm Park Golf Club, A small bespoke development of just 63 apartments, Lift access to all floors, secure parking and triple glazing, Walking distance to the Merrion Shopping Centre & Ballsbridge Village, A rated energy efficient homes, Contemporary interiors to all apartments , Close to both Trinity College, UCD, St. Michaels College, Blackrock College & The Teresian School, On a direct bus route to the city centre (Bus Route 4 & 7)",,,Dublin 4,
"The Blossoms At Tandy's Lane, The Blossoms At Tandy's Lane, Adamstown, Lucan, Co. Dublin",,"2,",0,Houses,,A2,53.343346,-6.460795,10285.0,lucan-dublin,Dublin,"Broad array of 2. 3 and 4 bedroom house styles, A2 Rated high specification homes, Excellent transport links and amenities just minutes away, Ideal for purchasers at every stage of life, Located adjacent to Serpentine Park and Tandy's Lane Park",,,Greater Dublin,
"**Phase 2 Now Available The Meadows, Rowlestown  -, Swords, Co. Dublin",,5,0,Houses,,A2,53.4637080192592,-6.222872844142671,94243.0,swords-dublin,Dublin,"All walls and ceilings will be dry lined and skimmed., ICF Walls & Concrete floor finish to ground floor, 2.7m ceiling heights to the ground floor & 2.6m first floor., Hardwood primed shaker doors throughout., Well designed and generous electrical and lighting specification allowing for a mix of pendant and downlights., Air to water to heat pump., Pressurised water system with variable speed pump., Underfloor heating on ground , Smoke, carbon monoxide detectors and heat sensor fitted as standard., Feature driveways as per show house.",,,Greater Dublin,
"Danehill Development, Phoenix Park Avenue, Phoenix Park Racecourse, Castleknock, Dublin 15",,"1,",0,Houses,,A3,53.372407,-6.339376,46579.0,castleknock-dublin,Dublin,,,,Dublin 15,
"55 Lad Lane, Dublin 2",,2,0,Houses,,A3,53.34030911156481,-6.254981164793719,16040.0,dublin-2-dublin,Dublin,,,,Dublin 2,
"Shore Club, Beach Road, Dublin 4",,1,0,Houses,,A3,53.33767922480402,-6.220438938807973,27656.0,dublin-4-dublin,Dublin,,,,Dublin 4,
"Kylemore, Kylemore, Church Road, Killiney, Co. Dublin",,3,0,Houses,,A3,53.26097,-6.130453,24172.0,killiney-dublin,Dublin,,,,Greater Dublin,
"Silverbrook, Silverbrook, Rathfarnham, Dublin 14",,4,0,Houses,,A2,53.292239,-6.287049,3939.0,rathfarnham-dublin,Dublin,"Boutique development of luxurious Georgian inspired residences, Superbly located in the heart of Rathfarnham, Within easy reach of a superb range of local amenities, State of the art craftsmanship and quality throughout, Energy efficient A-Rated homes, Feature height ceilings, High quality kitchens and design led bathrooms, Rooftop terraces, Two parking spaces per property",,,Dublin 14,
"St James, Cross Avenue, Blackrock, Cross Avenue, Blackrock, Co. Dublin",,4,0,Houses,,A2,53.3019583068901,-6.192621077478918,19417.0,blackrock-dublin,Dublin,,,,Greater Dublin,
"Robswall House and Apartments, Coast Road, Malahide, Co. Dublin",,"2,",0,Houses,,A3,53.44441248073892,-6.127385816528005,12491.0,malahide-dublin,Dublin,"Discover Our Exclusive 5-Bedroom Home, four Stunning 3-Bedroom Duplexes, and five Elegant. 2-Bedroom Apartments, Unrivalled Sea Views, Luxury Coastal Living, A rated BER, State of the art heating and ventilation systems, Secure parking, Variety of Engineered Oak floor colours and styles, Various luxurious kitchen styles ",,,Greater Dublin,
"Hainault Road, Hainault Road, Foxrock, Dublin 18",,4,0,Houses,,A2,53.264282,-6.176753,4633.0,foxrock-dublin,Dublin,"A- rated family homes built to a high standard., Prestigious neighbourhood, located in one of Dublin's most sought after locations., Plenty of local amenities, close to Foxrock Village, Cabinteely Park, and Leopardstown Racecourse., Excellent transport links, easy access to the N11, M50, Dublin Bus, and LUAS., Proximity to highly regarded primary and secondary schools.",,,Dublin 18,
"Seamount Rise , Malahide, Co. Dublin",,2,0,Houses,,A3,53.44392752243945,-6.147812532369244,71076.0,malahide-dublin,Dublin,,,,Greater Dublin,
"Seamount Rise , Malahide, Co. Dublin",,2,0,Houses,,A3,53.44342547717508,-6.1483828460194445,73541.0,malahide-dublin,Dublin,,,,Greater Dublin,
"Ravens Mill, Rolestown, Co. Dublin",,4,0,Houses,,A2,53.46694436164316,-6.220304383225596,28443.0,rolestown-dublin,Dublin,"Stunning Location , A Rated Homes , Master Ensuite , Close to all amenities , Landscaped Grounds  , Built in wardrobes/ fitted kitchen appliances, Bespoke Fitted Kitchen , Spacious Living , Superb condition and tastefully decorated, Flooring included ( downstairs) ",,,Greater Dublin,
"Abbey Green, Kinsealy, Co. Dublin",,3,0,Houses,,A2,53.42671194503728,-6.192434052814576,21678.0,kinsealy-dublin,Dublin,,,,Greater Dublin,
"Kilbride Lodge, Kilbride Lodge, Castleknock Village, Castleknock, Dublin 15",,1,0,Houses,,A3,53.37386,-6.363201,12057.0,castleknock-dublin,Dublin,,,,Dublin 15,
"Apartment 22, The Anchorage,Clarence Street,Dun Laoghaire,Co. Dublin, Monkstown, Co. Dublin, A96HD89",585000.0,2,2,Apartment,85.0,C1,53.295806,-6.142159,7856.0,monkstown-dublin,Dublin,"Back on market after sale at €610k just fell through , Designated parking space , Spectacular views, Bright and spacious , Safe and secure ",,6882.35294117647,Greater Dublin,Mid-Market
"51 Cremorne, Greenmount Road, Terenure, Dublin 6, Terenure, Dublin 6, D06F3A0",295000.0,1,1,Apartment,50.0,D1,53.310158,-6.278142,990.0,terenure-dublin,Dublin," Stylish one bedroom own door apartment presented in excellent decorative order throughout          , Located in this mature residential development in the heart of Dublin 6  , Completely private outlook to an open green area which is not overlooked, Close to an abundance of amenities at both Terenure and Rathgar villages, Public transport on the doorstep, easy access to M50, Electric storage heating  , Management fee €1425 per annum, Communal parking",,5900.0,Dublin 6,Affordable
"Apartment 22, East Courtyard, Tullyvale, Loughlinstown, Co. Dublin, D18A894",625000.0,3,2,Apartment,145.0,D1,53.247184,-6.145372,650.0,loughlinstown-dublin,Dublin,"3 bedroom penthouse           , Recently renovated , Spanning approx. 145 square meters, In excellent condition, Designated parking, Close to N11/M50, Convenient for Cabinteely/Shankill Villages, LUAS at Cherrywood a 5 minute walk. ",2003.0,4310.3448275862065,Greater Dublin,Premium
"516 South Circular Road, Rialto, Dublin 8, D08FWV8",595000.0,4,2,End of Terrace,110.0,F,53.335964,-6.296994,2647.0,rialto-dublin,Dublin,"Superb investment opportunity, Original features, Superbly located close to the new Children`s Hospital, Gas fired central heating, Residents` car parking permit available, investment opportunity",1930.0,5409.090909090909,Dublin 8,Mid-Market
"Apartment 2 , The Stables, Distillery Lofts, Ballybough, Dublin 3, D03DR70",695000.0,3,2,Apartment,154.0,B1,53.364458,-6.246756,801.0,ballybough-dublin,Dublin,"Stunning bright and spacious first floor 3 bed loft apartment, Approx. 169 sq m / 1819 ft , South-facing orientation with panoramic views, Quiet development on the banks of the Tolka River, Dual vehicular access from Richmond Road and Distillery Road",2000.0,4512.987012987013,Dublin 3,Premium
"14 Coach Road Manor, Balrothery, K32E785",460000.0,4,3,Semi-D,137.0,C2,53.589949,-6.185615,5966.0,balbriggan-dublin,Dublin,"Spacious and modern layout, Excellent transport links, Large rear garden, Ample extra storage available, Parking available for two cars, Close to local amenities, Utility room for extra storage, Prime location, Beautiful quiet area",1997.0,3357.6642335766423,Greater Dublin,Mid-Market
"Leeson Street Upper, Dublin 4, Ballsbridge, Dublin 4, D04A9C4",1495000.0,4,4,Terrace,127.0,F,53.329645,-6.249599,5664.0,ballsbridge-dublin,Dublin,"Georgian home divided into a main residence and separate basement apartment , Investment opportunity with the basement apartment, GFCH, restored original features, fireplaces, floors, cornicing.",1900.0,11771.653543307086,Dublin 4,Premium
"13 St Mary`s Road, Ballsbridge, Dublin 4, D04R9W4",,4,2,Semi-D,245.0,SI_666,53.333692,-6.240366,6663.0,ballsbridge-dublin,Dublin,"Exclusive highly desirable tree lined road in the heart of Dublin 4, Former elegant and very handsome red brick period home, Sunny southerly aspect to the rear, Part completed extension and early-stage restoration works undertaken, Situated just off Baggot Street, Protected Structure (Reference: RPS_7729), PP Reference 2147/07 applies. Application for retention may be required, BER Exempt, Walking distance to Sandymount Merrion Square and St Stephen`s Green",,,Dublin 4,
"104 Iona Road, Dublin 9, Drumcondra, Dublin 9, D09T6N3",1050000.0,6,5,Terrace,171.0,E1,53.365549,-6.263407,1854.0,drumcondra-dublin,Dublin,"Great Investment, Prime Location, High yield, Multi unit property, Spacious, sun filled apartments.",,6140.350877192983,Dublin 9,Premium
"31 Elmfield Way, Clarehall, Dublin 13, D13P8N6",495000.0,3,2,Semi-D,109.0,B3,53.40031,-6.170293,6944.0,clarehall-dublin,Dublin,"B rating, Sunny south east facing rear garden, Solid fuel burning stove , UPVC double glazed windows & bifold patio door, Off street parking for 2, Utility room, Gas fired central heating, Seeded lawn, Full width property extension to the rear of property,  Master en-suite",1996.0,4541.284403669725,Dublin 13,Mid-Market
"120 Tolka Estate, Glasnevin, Dublin 9, D11A9W7",575000.0,4,0,End of Terrace,126.0,E1,53.381596,-6.279642,5415.0,glasnevin-dublin,Dublin,"Spacious 4 bedroom home, Off Street Parking, Gas fired radiator central heating, Upvc double glazed windows, Walking distance to Botanic Gardens, Bon Secour Hospital and DCU, Easy access to M50 intersection, Dublin Airport and City Centre, No rent cap",1948.0,4563.492063492064,Dublin 9,Mid-Market
"19 Ard Na Mara Crescent, Malahide, Malahide, Co. Dublin, K36P402",1150000.0,4,3,Detached,205.0,E2,53.448392,-6.174411,3223.0,malahide-dublin,Dublin,"Four/Five bedroom, detached family home. , Beautiful mature residential location., Dual front driveway, garage, car port., Generous, private rear garden with mature planting., Adjacent to Malahide Castle and Demesne., Less than 15 minutes’ walk from Malahide Village and Dart Station., Ideally located with walking distance of local primary schools and a short drive from local secondary school., Four/Five bedroom, detached family home. , Beautiful mature residential location., Dual front driveway, garage, car port.",1973.0,5609.756097560976,Greater Dublin,Premium
"186 Harold's Cross Road, Harold's Cross, Dublin 6W, D6WX381",975000.0,4,4,Apartment,178.0,D2,53.323068,-6.279676,3206.0,harold-s-cross-dublin,Dublin,"Opportunity would suit a variety of owner occupiers or investors, Superb strategic location, with immediate proximity to Dublin City (c. 3.3km) and South West County Dublin to, M50 (c. 6km)., Significant opportunity for long term capital growth, Excellent transport links, on the doorstep (including LUAS at 1.1km and Dublin Bus Services 9, 16, 16D, 49 &, 54A).",,5477.528089887641,Dublin 6W,Premium
"31 Millmount Grove, Dundrum Road, Dundrum, Dublin 14, D14F224",475000.0,2,1,Terrace,56.0,D2,53.304205,-6.246349,12500.0,dundrum-dublin,Dublin,"Presented in walk in condition, Luas close by, PVC Double Glazing Throughout, Off street parking, New gas boiler, Newly fitted kitchen and bathroom, Large private west facing terrace overlooking the river",1909.0,8482.142857142857,Dublin 14,Mid-Market
"34 Claremont Crescent, Glasnevin, Dublin 11, D11E0P2",500000.0,4,2,End of Terrace,140.0,F,53.369878,-6.283983,3171.0,glasnevin-dublin,Dublin,,,3571.4285714285716,Dublin 11,Mid-Market
"19 Hazelwood Court, Artane, Dublin 5, D05E2K7",450000.0,4,1,Semi-D,96.0,C3,53.38959,-6.213977,10029.0,artane-dublin,Dublin,"South Facing Aspect, 4 Bedrooms, Quiet Cul de Sac, Chain Free, Superb Location, Gas central heating, Double glazed windows, Feature fireplace, Painted throughout & new carpets, New fuse board",,4687.5,Dublin 5,Mid-Market
"28 Hazelwood Crescent, Hartstown, Hartstown, Dublin 15, D15W68V",375000.0,3,1,Semi-D,95.0,C3,53.39301,-6.418103,4113.0,hartstown-dublin,Dublin,"Gas Fired Central Heating , PVC Double Glazed Windows , Convenient location with a host of amenities on its doorstep, Excellent public transport links  , Timber garden shed, Pedestrian side access to rear garden ",1979.0,3947.3684210526317,Dublin 15,Affordable
"27 Saint Doolagh's Square, Balgriffin, Balgriffin, Dublin 13, D13C5C9",495000.0,3,3,Terrace,109.0,A3,53.408427,-6.174473,2146.0,balgriffin-dublin,Dublin,,2015.0,4541.284403669725,Dublin 13,Mid-Market
"121 Castlemoyne, Dublin 1, D13VY67",695000.0,5,4,Semi-D,174.0,B2,53.40922,-6.166919,3506.0,dublin-1-dublin,Dublin,,2007.0,3994.2528735632186,Dublin 1,Premium
"14 The Crescent, Kingswood Heights, Kingswood, Dublin 24, D24VC43",475000.0,4,1,Detached,96.0,D1,53.303479,-6.368936,4890.0,kingswood-dublin,Dublin,,,4947.916666666667,Dublin 24,Mid-Market
"188 South Circular Road, Dublin 8, Dublin 8, D08C6C4",550000.0,4,3,Bungalow,,C3,53.331439,-6.279951,15301.0,dublin-8-dublin,Dublin,"4 bedroom 3 bathroom bungalow, Ideal location, Two en suite bedrooms, Multiple essential amenities located closeby, Great family home potential, Spacious accomodation,  Extensive rear garden",,,Dublin 8,Mid-Market
"12 Taney Green, Taney Road, D14KX58",1100000.0,5,2,Semi-D,182.0,A2,53.293255,-6.242995,3665.0,dundrum-dublin,Dublin,"Modern family home with all mod cons built in 2015, Presented in excellent condition, Superb A2 BER, Alarmed with CCTV, Excellent location close to all local amenties, Five-minute walk to Dundrum Luas, Excellent local schools and amenities, West facing back garden, Quiet cul-de-sac, Off-street parking for 2 cars",2015.0,6043.956043956044,Greater Dublin,Premium
"97 Ballyroan Road, D16F9C9",895000.0,4,2,Detached,134.0,F,53.290062,-6.305111,7921.0,rathfarnham-dublin,Dublin,"Converted Garage, Parking available, Excellent transport links, Spacious layout, Large rear garden",1950.0,6679.104477611941,Greater Dublin,Premium
"21 Dunmore Park, D24T28C",670000.0,4,3,Detached,134.0,C2,53.311189,-6.365572,3956.0,tallaght-dublin,Dublin,"Wheelchair accessible from front garden right through house to all rooms and bathrooms and shower room to back garden decking and ramp down to lawn an, 2 Very spacious double bedrooms and 2 very spacious queen size rooms., A fifth room that we use as laundry room and storage but can be used as a bedroom.., Very big sitting room with fire burner very big kitchen and dining room with a bespoke fireplace with burner., 2 side entrances one normal size and one very large with driveway to steel garage.enough space to park many cars., House is a beautiful red brick with thick granite sills walled in, front wall granite too. A lovely stoned garden area., House is very spacious with high ceilings and velux windows to throw in plenty of light even on the darkest days., This house is not over looked and back on to a Ballymount park with its wide range of birds and animals and Ballymount Castle., This house is a solid block house as is most or inside walls which keeps noise down and makes it fire resistant . House also has double glazed windows, Large driveway that could easily take 4 cars. thatÃ¢Â€Â™s not including the large side entrance.",1979.0,5000.0,Greater Dublin,Premium
